timestamp,value,tag_name,group_name,asset_name
2024-11-30 00:05:33.094297000,2966.6833,Power,DenTol,Device_7592
2024-11-30 00:05:34.094844000,2980.6912,Power,DenTol,Device_7592
2024-11-30 00:05:35.095342000,2963.772,Power,DenTol,Device_7592
2024-11-30 00:05:36.251679000,2948.6106,Power,DenTol,Device_7592
2024-11-30 00:05:37.560434000,2931.9111,Power,DenTol,Device_7592
2024-11-30 00:05:38.578428000,2977.8896,Power,DenTol,Device_7592
2024-11-30 00:05:39.962651000,3026.0105,Power,DenTol,Device_7592
2024-11-30 00:05:41.241807000,3060.2334,Power,DenTol,Device_7592
2024-11-30 00:05:42.242316000,2976.9558,Power,DenTol,Device_7592
2024-11-30 00:05:43.647478000,2987.0085,Power,DenTol,Device_7592
2024-11-30 00:05:33.094327000,10.883192,Wind,DenTol,Device_7592
2024-11-30 00:05:34.094870000,9.574731,Wind,DenTol,Device_7592
2024-11-30 00:05:35.095374000,9.604105,Wind,DenTol,Device_7592
2024-11-30 00:05:36.251708000,10.288777,Wind,DenTol,Device_7592
2024-11-30 00:05:37.560462000,11.146486,Wind,DenTol,Device_7592
2024-11-30 00:05:38.578456000,10.109331,Wind,DenTol,Device_7592
2024-11-30 00:05:39.962680000,10.969711,Wind,DenTol,Device_7592
2024-11-30 00:05:41.241836000,11.440757,Wind,DenTol,Device_7592
2024-11-30 00:05:42.242341000,10.256733,Wind,DenTol,Device_7592
2024-11-30 00:05:43.647508000,10.876783,Wind,DenTol,Device_7592
2024-11-30 00:05:33.094347000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:34.094889000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:35.095393000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:36.251726999,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:37.560534000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:38.578475000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:39.962699000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:41.241855000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:42.242360000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:43.647581000,0.0,Particle_sum,DenTol,Device_7592
2024-11-30 00:05:33.094366000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:34.094908000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:35.095413000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:36.251747000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:37.560554000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:38.578552000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:39.962719000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:41.241875000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:42.242379000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:43.647602000,1.0,Particle_lifebit,DenTol,Device_7592
2024-11-30 00:05:33.094386000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:34.094926000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:35.095431000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:36.251766000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:37.560573000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:38.578571000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:39.962738000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:41.241893000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:42.242397000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:43.647621000,0.0,Particle_day,DenTol,Device_7592
2024-11-30 00:05:33.284144000,19.392624,RPS,DenTol,Device_7592
2024-11-30 00:05:33.335730000,19.392624,RPS,DenTol,Device_7592
2024-11-30 00:05:33.387327000,19.385105,RPS,DenTol,Device_7592
2024-11-30 00:05:33.438927000,19.380972,RPS,DenTol,Device_7592
2024-11-30 00:05:33.490509000,19.385105,RPS,DenTol,Device_7592
2024-11-30 00:05:33.542120000,19.380972,RPS,DenTol,Device_7592
2024-11-30 00:05:33.593756000,19.379845,RPS,DenTol,Device_7592
2024-11-30 00:05:33.645423000,19.375715,RPS,DenTol,Device_7592
2024-11-30 00:05:33.697103000,19.366333,RPS,DenTol,Device_7592
2024-11-30 00:05:33.748767000,19.355837,RPS,DenTol,Device_7592
2024-11-30 00:05:33.800395000,19.355837,RPS,DenTol,Device_7592
2024-11-30 00:05:33.851954000,19.355837,RPS,DenTol,Device_7592
2024-11-30 00:05:33.903478000,19.369335,RPS,DenTol,Device_7592
2024-11-30 00:05:33.954992000,19.395256,RPS,DenTol,Device_7592
2024-11-30 00:05:34.006527000,19.40429,RPS,DenTol,Device_7592
2024-11-30 00:05:34.058096000,19.40429,RPS,DenTol,Device_7592
2024-11-30 00:05:34.109710000,19.40429,RPS,DenTol,Device_7592
2024-11-30 00:05:34.161370000,19.391495,RPS,DenTol,Device_7592
2024-11-30 00:05:34.213034000,19.374588,RPS,DenTol,Device_7592
2024-11-30 00:05:34.264706000,19.357336,RPS,DenTol,Device_7592
2024-11-30 00:05:34.316395000,19.355837,RPS,DenTol,Device_7592
2024-11-30 00:05:34.368104000,19.35284,RPS,DenTol,Device_7592
2024-11-30 00:05:34.419828000,19.346476,RPS,DenTol,Device_7592
2024-11-30 00:05:34.471549000,19.338993,RPS,DenTol,Device_7592
2024-11-30 00:05:34.523213000,19.338993,RPS,DenTol,Device_7592
2024-11-30 00:05:34.574930000,19.336002,RPS,DenTol,Device_7592
2024-11-30 00:05:34.626537000,19.336002,RPS,DenTol,Device_7592
2024-11-30 00:05:34.678114000,19.355837,RPS,DenTol,Device_7592
2024-11-30 00:05:34.729680000,19.377216,RPS,DenTol,Device_7592
2024-11-30 00:05:34.781272000,19.38285,RPS,DenTol,Device_7592
